,F1-1,F1-2,F1-3,F1-4,F1-5,F1-6,F1-7,F1-8,F1-9,F1-10,F1-11,F1-12,F1-13,F2-1,F2-2,F2-3,F2-4,F2-5,F2-6,F2-7,F2-8,F2-9,F2-10,F2-11,F2-12,F2-13,F2-14,F2-15,F3-1,F3-2,F3-3,F3-4,F3-5,F3-6,F3-7,F3-8,F3-9,F3-10,F3-11,F3-12,F3-13,F3-14,F3-15,F5-1,F5-2,F5-3,F5-4,F5-5,F5-6,F5-7,F5-8,F5-9,F5-10,F5-11,F5-12,F5-13,F5-14,F5-15,F6-1,F6-2,F6-3,F6-4,F6-5,F6-6,F6-7,F6-8,F6-9,F6-10,F6-11,F6-12,F6-13,F6-14,F6-15,D1-1,D1-2,D1-3,D1-4,D1-5,D1-6,D1-7,D1-8,D1-9,D1-10,D1-11,D1-12,D1-13,D1-14,D1-15,D1-16,D1-17,D1-18,D1-19,D1-20,D1-21,D1-22,D1-23,D1-24,D1-25,D1-26,D1-27,D1-28,D1-29,D1-30,D1-31,D1-32,D1-33,D1-34,D1-35,D1-36,D1-37,D1-38,D1-39,D1-40,D1-41,D1-42,D1-43,D1-44,D1-45,D1-46,D1-47,D1-48,D1-49,D1-50,D1-51,D1-52,D1-53,D1-54,D1-55,D1-56,D1-57,D1-58,D1-59,D1-60,D1-61,D1-62,D1-63,D1-64,D1-65,D1-66,D1-68,D1-70,D1-71,D1-72,D1-73,D1-74,D1-75,D1-76,D1-77,D1-78,D1-79,D1-80,AD6-26,AD6-27,AD6-28,AD6-29,AD6-30,AD6-31,AD6-32,AD6-33,AD6-34,AD6-35,AD6-36,AD6-37,AD6-38,AD6-39,AD6-40,AD6-41
F3-8,86.54596239,86.72175912,87.02803599,86.5057546,86.59137587,86.53521173,86.86866497,86.4522264,86.43348216,86.17311409,86.98942584,86.67461161,87.29418582,86.80811088,88.35788719,86.43042064,86.89552844,86.68551909,86.4679537,86.35057892,86.7892059,88.11292695,86.337087,86.34200394,87.23312627,87.64339758,87.50417707,87.74937788,99.90086361,99.94474411,99.7210737,99.45150979,99.79597671,99.62255504,99.74961883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3-9,87.2130851,87.28501891,87.75901919,87.10129852,87.28945318,87.14019756,87.53174161,87.07559752,87.05066285,86.85469063,87.94510058,87.41603329,88.11644702,87.62693844,89.05411562,87.10774298,87.56471837,87.19402948,87.05567152,86.9366303,87.40901153,88.91581842,86.9516085,87.00074769,88.10892822,88.68173569,88.68757302,88.93592617,99.90520745,99.82871389,99.49228793,98.91229145,99.41106295,99.86131319,99.83930497,99.81058172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3-10,85.94967388,86.07850365,86.48865433,85.870635,86.01477747,85.90987756,86.29486728,85.83122643,85.80281726,85.63748549,86.58060446,86.13706003,86.82083443,86.33272673,87.81160676,85.83792836,86.30156795,85.99591816,85.81089425,85.70087219,86.17321416,87.6218976,85.70240334,85.76350667,86.78045026,87.29723984,87.24865932,87.51201953,99.88076728,99.87458503,99.69912766,99.17461323,99.57088074,99.76751303,99.8594043,99.92256047,99.89094329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3-11,83.85023216,84.06900669,84.33696977,83.82417666,83.89608447,83.86026686,84.20946358,83.74902443,83.72535221,83.45710768,84.36124751,83.95770949,84.64120101,84.12464054,85.80547526,83.72147438,84.26169881,84.05298391,83.76744152,83.65029409,84.10474922,85.53327522,83.64135017,83.61602415,84.53638026,84.97932364,84.86107212,85.09918013,99.64767283,99.71143913,99.89823638,99.5403869,99.66774139,99.2415377,99.55532597,99.80788876,99.53691631,99.81443391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3-12,86.72827026,86.94462868,87.07258297,86.72920963,86.7311747,86.75057672,87.0107555,86.64895925,86.62594389,86.09029037,86.94663572,86.72648289,87.33064778,86.84723127,88.50136578,86.61514276,87.16504098,87.00605594,86.70187343,86.58938341,86.9629485,88.28831187,86.58010567,86.29389624,87.20371503,87.48990864,87.27276159,87.45972521,99.7923372,99.86377748,99.72872498,99.8056363,99.9651088,99.0771655,99.22296417,99.80973303,99.52625285,99.63426077,99.68509081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3-13,83.4908515,83.82300408,83.79573805,83.54967661,83.4704946,83.57561208,83.79846353,83.45507355,83.41978741,82.81988503,83.62561039,83.41141795,84.01202298,83.48592965,85.42213897,83.34786974,83.98611648,83.95948628,83.5389709,83.42745235,83.78445735,85.06706791,83.38993683,83.09284991,83.83391938,84.03716546,83.72816083,83.9289376,99.17000997,99.33024743,99.66009307,99.91286484,99.74269316,98.20529333,98.64233152,99.38220929,98.78211022,99.1441021,99.63411577,99.69149633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3-14,83.87362241,84.1627813,84.26087373,83.91309491,83.88844074,83.93209044,84.20310474,83.79779256,83.76862292,83.27081165,84.17525935,83.86024424,84.52036422,83.989686,85.84345933,83.73314184,84.34735532,84.2400085,83.85773243,83.74407389,84.13715785,85.51520922,83.71698835,83.48803979,84.35113144,84.69629313,84.46877754,84.67201647,99.48903217,99.61287923,99.88084303,99.8677502,99.79277353,98.70330288,99.08166939,99.63231649,99.20219958,99.49079819,99.83724256,99.79786265,99.90293596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3-15,84.54639644,84.84701702,84.83857918,84.58635728,84.5199045,84.61361452,84.83736502,84.50376975,84.47507372,83.89007551,84.64225376,84.47447661,85.06084069,84.550122,86.38522549,84.42232683,85.01403306,84.97008401,84.57541449,84.46739619,84.82137951,86.09001958,84.43853946,84.14029307,84.89115469,85.08956239,84.78099761,84.97900647,99.34875322,99.50399216,99.67277239,99.94677931,99.86475366,98.43930538,98.78346583,99.53355417,98.97653593,99.29217816,99.66192744,99.82986065,99.9563334,99.90235983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-1,71.73620121,71.14652845,72.42489023,71.23679159,72.0345282,71.33743794,71.84264894,71.5235801,71.33677882,71.77368162,75.06699505,72.31950542,73.20159026,72.91135233,73.47464694,71.77093536,72.17407244,71.00306105,71.13926524,71.16268699,71.48600867,74.06500728,71.18329987,71.66140553,73.72917807,75.14361678,75.94337279,76.31286061,68.81893232,67.95944312,66.66849481,65.20382769,66.29388831,69.74467939,68.66666024,67.29160566,70.06444595,68.32416076,66.16658852,67.16615003,64.01141374,65.25330236,64.56515551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-2,72.16222346,71.5708047,72.84344442,71.66161423,72.45913061,71.76778421,72.26430424,71.94953987,71.7628593,72.16610334,75.45497459,72.74034161,73.61804961,73.33766859,73.9176874,72.1980216,72.61309675,71.43903746,71.57275597,71.59558916,71.9174129,74.5210658,71.61144798,72.05891266,74.14583736,75.55325298,76.36235228,76.71446265,69.33123675,68.46520459,67.1971734,65.73163629,66.81148122,70.20296259,69.13383545,67.784101,70.56665353,68.79925116,66.6593936,67.69405646,64.54539843,65.77490964,65.09316571,99.9692836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-3,70.95965975,70.38091097,71.63973334,70.46199709,71.25842448,70.55943709,71.06471932,70.7429536,70.56781413,71.04488405,74.28174245,71.53179381,72.41174747,72.13083285,72.65559026,70.99208011,71.38374005,70.2231124,70.35739894,70.37980086,70.70138107,73.22791505,70.40923893,70.91348832,72.92128454,74.32748749,75.11509564,75.48056471,67.86195988,66.99331228,65.69597254,64.23330156,65.32427519,68.82557731,67.751081,66.35409095,69.12014941,67.412309,65.25245823,66.18894856,63.03208872,64.29136516,63.59237161,99.91630109,99.81769905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-4,71.30278245,70.69530287,71.98313307,70.78684102,71.60576039,70.88546723,71.39327045,71.07590257,70.89932919,71.36171931,74.63649379,71.88174079,72.76282751,72.4732213,73.05024842,71.32990438,71.7368205,70.54102649,70.70363031,70.7231169,71.03962493,73.62555651,70.74291276,71.23193789,73.29975524,74.7204114,75.53961767,75.89887726,68.28790301,67.39457379,66.10671218,64.60277266,65.70061491,69.22063032,68.14894827,66.73755755,69.54896835,67.78850429,65.62124884,66.57965934,63.41523978,64.66943107,63.95902166,99.94602663,99.90002867,99.94906971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-5,69.61828486,69.01317115,70.26124807,69.08979827,69.91362825,69.19764992,69.69847785,69.41954582,69.23229771,69.7915891,72.96113837,70.18164629,71.02084313,70.75147697,71.27280522,69.66259694,70.01117458,68.86703651,69.01923249,69.04635184,69.35442385,71.81227404,69.06945569,69.68662461,71.56790882,72.9577707,73.75026767,74.11656226,66.17425153,65.28194644,63.99207334,62.62848831,63.65487924,67.21272138,66.17718775,64.70396234,67.48442651,65.77227399,63.63306409,64.51287343,61.41507208,62.64489238,61.95120625,99.6991167,99.55600105,99.88251765,99.8230601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-6,72.32452414,71.74504814,72.99471354,71.84122014,72.62779099,71.93898621,72.43164676,72.10384135,71.92727695,72.28178017,75.56726042,72.88533655,73.76549576,73.47857602,74.05269425,72.35161534,72.79496178,71.62000883,71.74209068,71.7557825,72.06588644,74.66512022,71.78305867,72.1558641,74.27254569,75.65348522,76.46524537,76.80608612,69.32285286,68.45789579,67.18897876,65.77596402,66.8388136,70.12760145,69.04446677,67.75875639,70.52657927,68.75111105,66.62755919,67.72705787,64.57489023,65.78895917,65.12498936,99.91958535,99.96196365,99.72123672,99.81111769,99.42034656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-7,73.47650308,72.90189359,74.16069994,72.99791624,73.77716616,73.0970904,73.58542132,73.24673752,73.07290429,73.38005613,76.70825749,74.04506959,74.94075554,74.64498476,75.26041171,73.50000996,73.96251656,72.78189068,72.89524911,72.90895879,73.22384041,75.88465772,72.92201785,73.24568443,75.4387475,76.83209581,77.64505789,77.99159634,70.77742834,69.92600288,68.66258419,67.19049545,68.28930124,71.53285255,70.43748077,69.19153716,71.94749352,70.16065136,68.03244154,69.17338831,66.00074402,67.22602905,66.56098253,99.72690153,99.8417803,99.38907948,99.54385272,98.92051489,99.90134502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-8,73.59923051,73.03894647,74.26812488,73.13593178,73.9010581,73.23373837,73.70967317,73.37471918,73.20250465,73.46272099,76.78996369,74.15161946,75.03244391,74.73835481,75.37392765,73.61659647,74.09705658,72.93170657,73.03151311,73.04472514,73.34278353,75.98396151,73.05638169,73.33306767,75.52645067,76.89523618,77.69755143,78.03212609,70.8311647,69.98723877,68.73213205,67.32517509,68.39088442,71.534765,70.45371625,69.24737137,71.9828937,70.18304291,68.08512476,69.27621356,66.13182128,67.32842226,66.68090672,99.61481424,99.75265947,99.2261661,99.39799027,98.74614818,99.85929931,99.96907238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-9,74.85094722,74.31874817,75.49162887,74.41112652,75.14337021,74.5152579,74.96461288,74.64837826,74.46480879,74.6424446,77.94285888,75.3794162,76.23885937,75.9565947,76.62707796,74.87218426,75.38307461,74.25519569,74.31902632,74.33298673,74.61811747,77.25178845,74.32902664,74.54251051,76.71142777,78.02235804,78.80188501,79.12518111,72.08862482,71.26551763,70.02669432,68.74458679,69.77068831,72.66006529,71.58831146,70.51156257,73.16910288,71.37319971,69.32713205,70.64292295,67.54723956,68.67704446,68.09511996,99.0243612,99.25568682,98.44951677,98.68875326,97.81798716,99.44229742,99.74427067,99.83941118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-10,73.58441342,73.01749474,74.24147947,73.12603058,73.87377376,73.21819305,73.682846,73.35844497,73.18237575,73.29731245,76.75675214,74.11286993,74.9974404,74.70685207,75.35371827,73.60719855,74.10154363,72.9280277,73.0220024,73.03851994,73.33107589,75.97752257,73.05071928,73.18813154,75.48274409,76.83612086,77.62932736,77.94900809,70.83404626,69.98797908,68.75031844,67.38197841,68.41897107,71.42866191,70.36059752,69.23093773,71.94026286,70.15021291,68.08038927,69.3123768,66.1854668,67.35286827,66.72835162,99.57678204,99.70625256,99.23853039,99.4066512,98.75987134,99.80261635,99.88244988,99.89407251,99.70174523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-11,71.77672999,71.20337731,72.44935398,71.28823055,72.08127961,71.39071077,71.88696722,71.5446814,71.37980888,71.77194181,75.05265712,72.3421982,73.22923946,72.94158039,73.497114,71.79582164,72.23374682,71.06678177,71.17892036,71.1949037,71.50412731,74.09762691,71.22228788,71.62834797,73.72589199,75.10896414,75.92075474,76.27447421,68.69291732,67.83033007,66.56023223,65.1125997,66.20246652,69.54248126,68.44752285,67.13356298,69.90615223,68.15132398,66.01368549,67.07607685,63.92003514,65.14685568,64.47408593,99.94198538,99.95243711,99.79142646,99.84170288,99.51181952,99.96962142,99.84321889,99.77172771,99.28595603,99.69622597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-12,72.97250029,72.38262059,73.64858894,72.48001431,73.27715696,72.57965453,73.07479835,72.741771,72.57052777,72.92061285,76.23901152,73.54119364,74.43259208,74.1397922,74.73325389,72.99464697,73.45294748,72.24894078,72.38788487,72.39857461,72.70834717,75.35709244,72.42071253,72.7842747,74.94289533,76.33658938,77.15940596,77.50827103,70.06262847,69.18481082,67.89997731,66.42887733,67.53096836,70.86378598,69.75881613,68.47301354,71.25973327,69.46863308,67.31560418,68.4213715,65.23194925,66.46131114,65.79360696,99.86378251,99.93348971,99.62132093,99.75223971,99.25381817,99.96768998,99.95187314,99.90701926,99.55414213,99.84284267,99.92337937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-13,70.59403294,70.01447801,71.29049344,70.08714763,70.89542619,70.19078792,70.69852087,70.37922388,70.19956684,70.7053835,73.96532509,71.17821999,72.07157166,71.7692101,72.35051932,70.62001689,71.0230723,69.85816188,69.99209914,70.02193607,70.33801611,72.90093236,70.03420539,70.57477759,72.59503467,74.02297074,74.8230495,75.20802337,67.60859017,66.72412487,65.45020656,63.94624777,65.04640163,68.59954768,67.52625635,66.08768884,68.88391048,67.1577306,64.99022067,65.90328049,62.76185947,64.01434428,63.30657603,99.91739997,99.82803459,99.97537956,99.9659457,99.88049424,99.72218799,99.40884784,99.23967748,98.4640252,99.23576642,99.79970246,99.63714849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-14,71.44376179,70.86193732,72.12274609,70.95392802,71.74457584,71.05269238,71.55116703,71.23626198,71.04957451,71.47194044,74.73091414,72.01202017,72.89335347,72.59977286,73.16817001,71.47734937,71.89849528,70.72638423,70.8557155,70.87890544,71.19142265,73.76587041,70.90564781,71.36291268,73.41593391,74.81995614,75.61679544,75.97387271,68.3490852,67.47584536,66.19513517,64.76981208,65.83973752,69.23105697,68.14804283,66.80171906,69.5875775,67.82508217,65.67922426,66.72435666,63.57367028,64.79419065,64.12452808,99.97482087,99.95883404,99.88258875,99.92968177,99.69122588,99.94041816,99.72405748,99.64383008,99.06550997,99.59640964,99.94712553,99.8738464,99.88788869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5-15,73.98452054,73.41980805,74.64097697,73.51813598,74.28063758,73.62140454,74.09413471,73.76824232,73.58839392,73.81674845,77.14904295,74.53087659,75.40683259,75.12100737,75.74080303,74.01237203,74.49138273,73.32910995,73.42544931,73.43735028,73.74092197,76.38131311,73.44805413,73.70536446,75.89364615,77.24102476,78.04372322,78.37496895,71.18476068,70.34404202,69.09046192,67.7317442,68.78240562,71.85271634,70.76658651,69.60122606,72.31762016,70.52502814,68.43731844,69.6674888,66.53075588,67.70574369,67.08600052,99.46427018,99.63274774,99.01731071,99.2055269,98.48785296,99.75866196,99.93728978,99.96883406,99.92144058,99.86043614,99.65703826,99.82453608,99.02946826,99.48597736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6-1,71.67488822,71.09449152,72.34976979,71.18964232,71.97874918,71.28916618,71.78857462,71.46272148,71.2798215,71.69510904,74.94612719,72.24888904,73.12132604,72.84581244,73.35893051,71.7106028,72.12466777,70.95681808,71.08014732,71.10023959,71.41553959,73.97248778,71.13389338,71.57154178,73.63201361,75.01798051,75.8249438,76.17267642,68.39986921,67.53586883,66.23006869,64.80854363,65.89612607,69.29600694,68.19363588,66.85298457,69.63476719,67.87944416,65.72149211,66.78058402,63.60346216,64.83417563,64.16483953,99.95694424,99.94960739,99.83235603,99.86543028,99.59823746,99.96157158,99.78116784,99.7163299,99.19612703,99.63933382,99.97653683,99.89523665,99.82336142,99.97362306,99.58448783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6-2,72.02977741,71.44861512,72.69910439,71.53875512,72.33221269,71.64099354,72.13666971,71.80690317,71.6316163,71.99390478,75.28890336,72.594419,73.4760852,73.18796369,73.72983227,72.06165165,72.48580723,71.31834817,71.43456511,71.45089918,71.76271641,74.34527766,71.47848956,71.87412422,73.98143828,75.36656079,76.17503684,76.53073616,68.83614136,67.97419084,66.68485457,65.26305343,66.34738914,69.70239326,68.59824158,67.27797963,70.05583909,68.28847811,66.140967,67.22658242,64.0519265,65.28173351,64.61578485,99.91384929,99.93864269,99.72825944,99.7858803,99.43153044,99.97036627,99.876439,99.81867664,99.38493379,99.72820465,99.98092107,99.93349883,99.73364715,99.92251629,99.72452343,99.96684387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6-3,71.87264137,71.28000021,72.55293614,71.38377878,72.18016044,71.4770947,71.97978262,71.64252543,71.46839086,71.87955348,75.1486875,72.45208076,73.32950713,73.0599632,73.55983998,71.90341379,72.31852535,71.12846467,71.26629422,71.28277473,71.59914891,74.17814172,71.31745529,71.72788116,73.84189652,75.2441153,76.06462546,76.40563156,68.67248815,67.80342513,66.48643998,65.00105326,66.11443505,69.56130151,68.45557875,67.10495557,69.90341143,68.14224669,65.96847203,67.00781509,63.7934293,65.06170579,64.36240249,99.96092681,99.951841,99.84974214,99.88582102,99.58334993,99.95679301,99.79219629,99.71410973,99.17807617,99.65962694,99.96640688,99.90691611,99.83123998,99.9630819,99.57392067,99.9827173,99.95366164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6-4,71.95478308,71.37884686,72.62531219,71.46722679,72.25535793,71.57047681,72.06538816,71.73803092,71.55904258,71.92479146,75.20976234,72.5178061,73.40251686,73.11223818,73.65347337,71.98572262,72.41702502,71.25078596,71.36350712,71.38005067,71.69140592,74.27010518,71.4106107,71.80557268,73.90381839,75.28085695,76.08926045,76.44632454,68.75609244,67.89117567,66.60736491,65.19441587,66.2766147,69.62452363,68.51609979,67.20009471,69.97644114,68.21210648,66.06753031,67.15309709,63.98853249,65.20684585,64.54850918,99.90239219,99.92802106,99.71189746,99.76692165,99.41882053,99.9676256,99.86936297,99.81969827,99.39571798,99.72302032,99.97924456,99.92700344,99.71882125,99.91820833,99.7268383,99.96793891,99.99432643,99.94551231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6-5,72.08468908,71.50242981,72.74438801,71.59381323,72.38762633,71.69621588,72.19313749,71.86749844,71.69056716,72.10071505,75.34623155,72.65105976,73.52347922,73.24452024,73.7743904,72.11233343,72.54447634,71.36689195,71.49390104,71.50943584,71.81731552,74.39141083,71.54543548,71.97598428,74.03394339,75.40585186,76.218563,76.56725501,68.86082362,67.99569134,66.6935811,65.29720731,66.37628224,69.7218913,68.62236383,67.31128223,70.08378357,68.32224653,66.17833777,67.25601447,64.09334737,65.30539359,64.65142671,99.92280197,99.93828252,99.74645562,99.80810003,99.47736107,99.97766383,99.8436066,99.80483948,99.36148318,99.71717199,99.96792924,99.93773327,99.74306657,99.94841953,99.69125604,99.97922505,99.97036281,99.96460097,99.97338705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6-6,71.14511548,70.54317009,71.81078534,70.63207326,71.43983686,70.73720208,71.23935893,70.93666235,70.75245642,71.19503779,74.46203483,71.71820551,72.5882429,72.30073324,72.83276796,71.1906186,71.57379889,70.40630802,70.5462867,70.56737941,70.88875996,73.44337208,70.59619005,71.08818231,73.12056384,74.51538075,75.31793035,75.68627891,67.9001089,67.03005957,65.73186382,64.31662542,65.39315382,68.84844701,67.7624128,66.38212482,69.16586251,67.41776878,65.25766428,66.26841651,63.10438036,64.33399085,63.67137764,99.97069843,99.93026495,99.92719038,99.93906347,99.77801762,99.88156337,99.64050693,99.52077258,98.88869219,99.46964524,99.92602079,99.80036232,99.93149732,99.96447126,99.36814316,99.94827399,99.90448187,99.93469663,99.89430849,99.89971932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6-7,70.25204194,69.66694174,70.92033828,69.74677024,70.55282607,69.84559182,70.35305509,70.0470344,69.86435244,70.35330783,73.58508637,70.81851724,71.6915218,71.39505844,71.93957644,70.28454233,70.67852505,69.51798331,69.65720449,69.67682186,69.9897671,72.49893073,69.71549558,70.24381717,72.22000281,73.61115245,74.41162867,74.78288341,66.93580898,66.05102728,64.76701041,63.37178721,64.42201784,67.9220691,66.85627935,65.43447645,68.21775388,66.48861405,64.34050479,65.28788414,62.1664529,63.38952412,62.70675394,99.86843535,99.75828598,99.94420978,99.91249159,99.92421001,99.69273045,99.29444234,99.16719615,98.37364143,99.15098327,99.75245768,99.56230999,99.94291279,99.8806859,98.94020676,99.82114179,99.69984279,99.80557318,99.69343477,99.74417353,99.91406139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6-8,69.93138332,69.34461417,70.59128722,69.41995722,70.2333476,69.52405127,70.02479179,69.72385099,69.54702567,70.06534761,73.28614204,70.50135302,71.36360004,71.07640377,71.60040298,69.96714635,70.34635642,69.19535987,69.33119407,69.35255185,69.65952586,72.16740496,69.38176993,69.93646011,71.89723768,73.28713323,74.07600608,74.46115457,66.52784851,65.64555067,64.35069406,62.93587554,64.01489466,67.54179279,66.46107251,65.03504755,67.80962626,66.09635528,63.93763915,64.86905869,61.73155441,62.96381089,62.28882151,99.84103573,99.71787178,99.94467245,99.8851274,99.92936815,99.63593847,99.23898867,99.08869975,98.26604848,99.05736396,99.73673173,99.50304086,99.94800164,99.83804131,98.86095191,99.78710185,99.67730857,99.7737829,99.6694824,99.69381012,99.9060978,99.96470191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
